id	name	int_name	alternative_names	latitude	longitude	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	country	date
3339121	Žabljek	Zabljek	Zabljek,Žabljek	46.34861	15.56028	P	PPL	SI		L8				165		294	Europe/Ljubljana	2014-04-25
3339122	Pečke	Pecke	Pecke,Pečke	46.33472	15.675	P	PPL	SI		O5				287		257	Europe/Ljubljana	2014-04-24
3339123	Štatenberg	Statenberg	Statenberg,Štatenberg	46.32743	15.65544	P	PPLL	SI		O5				183		312	Europe/Ljubljana	2014-04-26
3339124	Radizel	Radizel	Radizel,Radizelj	46.47444	15.65583	P	PPL	SI		H1				1698		281	Europe/Ljubljana	2014-04-27
3339125	Dvorjane	Dvorjane	Dvorjane	46.49116	15.76336	P	PPL	SI		26				714		231	Europe/Ljubljana	2014-04-26
3339126	Mestni Vrh	Mestni Vrh	Mestni Vrh	46.44333	15.86528	P	PPLL	SI		K7				679		293	Europe/Ljubljana	2014-04-24
3339127	Kicar	Kicar	Kicar	46.45194	15.91222	P	PPLL	SI		K7				819		289	Europe/Ljubljana	2014-04-24
3339128	Selnica ob Dravi	Selnica ob Dravi	Selnica,Selnica ob Dravi	46.55	15.495	P	PPLA	SI		L5				1348		315	Europe/Ljubljana	2022-08-17
3339142	Pesniški Dvor	Pesniski Dvor	Pesniski Dvor,Pesniški Dvor	46.59583	15.69028	P	PPLL	SI		89				83		251	Europe/Ljubljana	2014-04-25
3339143	Malečnik	Malecnik	Malecnik,Malečnik	46.55417	15.70278	P	PPL	SI		J2				553		276	Europe/Ljubljana	2014-04-24
3339144	Zgornja Ščavnica	Zgornja Scavnica	Zgornja Scavnica,Zgornja Ščavnica	46.65722	15.84139	P	PPLL	SI		M3				533		259	Europe/Ljubljana	2014-04-25
3339170	Hrastovec v Slov. Goricah	Hrastovec v Slov. Goricah	Hrastovec v Slovenskih Goricah	46.56472	15.78861	P	PPLL	SI		I3				518		250	Europe/Ljubljana	2014-04-25
3339171	Zgornja Korena	Zgornja Korena	Zgornja Korena	46.524	15.77226	P	PPLL	SI		26				419		275	Europe/Ljubljana	2014-04-26
3339198	Zibiški Potok	Zibiski Potok		46.19361	15.58389	H	STM	SI		00				0		201	Europe/Ljubljana	2000-11-24
3339199	Tinski Potok	Tinski Potok		46.17917	15.5975	H	STM	SI		00				0		195	Europe/Ljubljana	2000-11-24
3339202	Ptujsko Jezero	Ptujsko Jezero	Lake Ptuj,Ptujsko Jezero	46.39528	15.90417	H	LK	SI		00				0		212	Europe/Ljubljana	2020-11-14
3339203	Velenjsko Jezero	Velenjsko Jezero		46.37444	15.08889	H	LK	SI		D7				0		363	Europe/Ljubljana	2012-02-02
3339204	Šoštanjsko Jezero	Sostanjsko Jezero		46.37556	15.06333	H	LK	SI		00				0		359	Europe/Ljubljana	2000-11-24
3339205	Škalsko Jezero	Skalsko Jezero		46.37667	15.10389	H	LK	SI		D7				0		372	Europe/Ljubljana	2012-02-02
3339210	Jezero Pernica	Jezero Pernica	Jezero Pernica	46.58722	15.72833	H	LK	SI		89				0		244	Europe/Ljubljana	2020-09-11
3339211	Jezero Pristava	Jezero Pristava		46.56528	15.76611	H	LK	SI		I3				0		239	Europe/Ljubljana	2012-02-02
3339217	Jezero Komarnik	Jezero Komarnik		46.57111	15.80694	H	LK	SI		I3				0		234	Europe/Ljubljana	2012-02-02
3339218	Jezero Radehova	Jezero Radehova		46.56222	15.84028	H	LK	SI		I3				0		229	Europe/Ljubljana	2012-02-02
3339220	Plitvički Potok	Plitvicki Potok		46.68306	15.95361	H	STM	SI		00				0		211	Europe/Ljubljana	2000-11-24
3339221	Mlinski Potok	Mlinski Potok		46.69472	15.93417	H	STM	SI		00				0		219	Europe/Ljubljana	2000-11-24
3339263	Ledavsko Jezero	Ledavsko Jezero		46.75472	16.04722	H	LK	SI		00				0		224	Europe/Ljubljana	2001-02-02
3339264	Gajševsko Jezero	Gajsevsko Jezero		46.53639	16.11944	H	LK	SI		I1				0		182	Europe/Ljubljana	2012-02-02
3339265	Blaguško Jezero	Blagusko Jezero		46.57111	16.01222	H	LK	SI		D1				0		247	Europe/Ljubljana	2012-02-02
3339266	Bukovniško Jezero	Bukovnisko Jezero		46.675	16.33722	H	LK	SI		00				0		199	Europe/Ljubljana	2001-02-02
3339267	Savski Ribnik	Savski Ribnik		46.47111	16.045	H	PNDSF	SI		P8				0		217	Europe/Ljubljana	2012-02-02
3339274	Dolenji Boštanj	Dolenji Bostanj	Dolenji Bostanj,Dolenji Boštanj	46.00944	15.29083	P	PPL	SI		B6				667		176	Europe/Ljubljana	2014-04-25
3343505	Gračišče	Gracisce	Gracisce,Gračišče	45.505	13.87694	P	PPL	SI		50				185		330	Europe/Ljubljana	2014-04-25
3343506	Butari	Butari	Butari	45.48111	13.86833	P	PPL	SI		50				43		360	Europe/Ljubljana	2014-04-24
3343507	Bočaji	Bocaji	Bocaji,Bočaji	45.49472	13.83028	P	PPL	SI		50				24		336	Europe/Ljubljana	2014-04-24
3343508	Drnica	Drnica	Drnica,Valderniga,Vanderniga	45.47556	13.62278	H	STM	SI		00				0		13	Europe/Ljubljana	2012-01-20
3343509	Dragonja	Dragonja	Dragonja,Feran	45.46056	13.66	P	PPL	SI		J9				383		72	Europe/Ljubljana	2014-04-24
3343510	Fazan	Fazan	Fazan,Fazana	45.50611	13.59556	H	STM	SI		00				0		-2	Europe/Ljubljana	2012-01-20
3343511	Portoroški Zaliv	Portoroski Zaliv		45.50833	13.58556	H	BAY	SI		J9				0		-9999	Europe/Ljubljana	2012-02-02
3343512	Lucija	Lucija	Lucia,Santa Lucia	45.50526	13.6024	P	PPL	SI		J9				6057		2	Europe/Ljubljana	2022-01-09
3343514	Rt Bernardin	Rt Bernardin	Rt Bernardin	45.51389	13.57278	T	PT	SI		J9				0		1	Europe/Ljubljana	2018-12-06
3343515	Strunjanski Zaliv	Strunjanski Zaliv		45.52806	13.60139	H	BAY	SI		J9				0		29	Europe/Ljubljana	2012-02-02
3343516	Rtič Strunjan	Rtic Strunjan	Rtic Strunjan,Rtič Strunjan	45.53667	13.60361	T	PT	SI		J9				0		45	Europe/Ljubljana	2018-12-06
3343517	Zaliv Svetega Križa	Zaliv Svetega Kriza		45.53833	13.61111	H	BAY	SI		J9				0		1	Europe/Ljubljana	2012-02-02
3343518	Jagodje	Jagodje	Jagodje,Valleggia	45.52845	13.64721	P	PPL	SI		40				2225		29	Europe/Ljubljana	2018-07-10
3343519	Petelinji Rt	Petelinji Rt	Petelinji Rt	45.54139	13.65917	T	PT	SI		40				0		4	Europe/Ljubljana	2018-12-06
3343520	Simonov Zaliv	Simonov Zaliv		45.53333	13.64528	H	COVE	SI		40				0		44	Europe/Ljubljana	2012-02-02
3343521	Zaliv Viližan	Zaliv Vilizan		45.54111	13.66833	H	BAY	SI		40				0		46	Europe/Ljubljana	2012-02-02
3343522	Rtič Viližan	Rtic Vilizan	Rtic Vilizan,Rtič Viližan	45.54472	13.67861	T	PT	SI		40				0		10	Europe/Ljubljana	2018-12-06
3343523	Srgaši	Srgasi	Srgasi,Srgaši	45.50917	13.69361	P	PPL	SI		50				173		171	Europe/Ljubljana	2014-04-25
3343524	Križišče	Krizisce		45.51028	13.70611	P	PPL	SI		50				0		213	Europe/Ljubljana	2008-11-06
3343525	Vanganel	Vanganel	Vanganel	45.51722	13.77583	P	PPL	SI		50				571		26	Europe/Ljubljana	2014-04-24
3343526	Babiči	Babici	Babici,Babiči	45.50278	13.77944	P	PPL	SI		50				263		176	Europe/Ljubljana	2014-04-24
3343527	Pobegi	Pobegi	Pobegi	45.53944	13.79611	P	PPL	SI		50				1228		91	Europe/Ljubljana	2014-04-27
3343528	Debeli Rtič	Debeli Rtic	Debeli Rtic,Debeli Rtič	45.59194	13.71278	P	PPL	SI		P9				0		17	Europe/Ljubljana	2016-11-23
3343529	Spodnje Škofije	Spodnje Skofije	Albaro Vescova,Albaro Vescovà,Spodnje Skofije,Spodnje Škofije	45.57167	13.7925	P	PPL	SI		50				1402		74	Europe/Ljubljana	2018-07-23
3343530	Krvavi Potok	Krvavi Potok	Krvavi Potok	45.62056	13.91028	P	PPL	SI		35				86		458	Europe/Ljubljana	2014-04-24
3343531	Kačiče	Kacice		45.64222	13.97194	P	PPL	SI		19				0		498	Europe/Ljubljana	2008-11-05
3343532	Pared	Pared		45.65083	13.97417	P	PPL	SI		19				0		460	Europe/Ljubljana	2008-11-05
3343533	Matavun	Matavun	Matavun	45.6625	13.99167	P	PPL	SI		19				57		397	Europe/Ljubljana	2014-04-24
3343534	Dol pri Vogljah	Dol pri Vogljah	Dol pri Vogljah	45.725	13.81389	P	PPL	SI		B7				102		316	Europe/Ljubljana	2014-04-24
3343535	Tomačevica	Tomacevica	Tomacevica,Tomačevica	45.81806	13.77361	P	PPL	SI		49				165		275	Europe/Ljubljana	2014-04-24
3343536	Kobdilj	Kobdilj	Kobdilj	45.81639	13.85306	P	PPL	SI		49				189		304	Europe/Ljubljana	2014-04-24
3343537	Tevče	Tevce	Tevce,Tevče	45.863	13.88397	P	PPL	SI		01				96		176	Europe/Ljubljana	2014-04-24
3343538	Plače	Place	Place,Plače	45.87694	13.87611	P	PPL	SI		01				234		146	Europe/Ljubljana	2018-12-06
3343539	Podnanos	Podnanos	Podnanos,Sentvid,Šentvid	45.79694	13.97139	P	PPL	SI		E1				395		175	Europe/Ljubljana	2015-11-04
3343540	Podbreg	Podbreg	Podbreg	45.79667	13.97972	P	PPL	SI		E1				110		215	Europe/Ljubljana	2014-04-24
3343541	Makobeti	Makobeti		45.90028	13.96583	P	PPL	SI		01				0		752	Europe/Ljubljana	2008-11-03
3343542	Majnik	Majnik		45.95639	13.97917	P	PPL	SI		36				0		440	Europe/Ljubljana	2008-11-06
3343543	Cerkovna	Cerkovna		45.92972	13.91167	P	PPL	SI		01				0		838	Europe/Ljubljana	2008-11-03
3343544	Krekovše	Krekovse		45.98194	13.93778	P	PPL	SI		36				0		658	Europe/Ljubljana	2008-11-06
3343545	Gojače	Gojace		45.9025	13.79556	P	PPL	SI		01				174		179	Europe/Ljubljana	2014-05-01
3343546	Saksid	Saksid	Saksid	45.87944	13.75611	P	PPL	SI		84				108		75	Europe/Ljubljana	2014-04-24
3343547	Preserje	Preserje	Preserje,Rihemberk	45.87139	13.78778	P	PPL	SI		84				466		178	Europe/Ljubljana	2014-04-24
3343548	Zalošče	Zalosce	Zalosce,Zalošče	45.88778	13.74694	P	PPL	SI		84				428		72	Europe/Ljubljana	2014-04-25
3343549	Zagrajec	Zagrajec	Zagrajec	45.81861	13.69861	P	PPL	SI		49				25		311	Europe/Ljubljana	2014-04-24
3343550	Orehovlje	Orehovlje	Orehovlje	45.88833	13.61083	P	PPL	SI		J5				480		52	Europe/Ljubljana	2014-04-24
3343551	Rožna Dolina	Rozna Dolina	Rosenthal,Rozna Dolina,Rožna Dolina,Valdirose	45.94194	13.66779	P	PPL	SI		L6				1118		144	Europe/Ljubljana	2022-01-09
3343552	Pristava	Pristava	Pristava	45.94917	13.63861	P	PPL	SI		84				377		141	Europe/Ljubljana	2014-04-24
3343609	Kalško Jezero	Kalsko Jezero		45.635	14.24194	H	LK	SI		38				0		588	Europe/Ljubljana	2012-02-02
3343610	Zagorsko Jezero	Zagorsko Jezero		45.65278	14.24222	H	LK	SI		91				0		555	Europe/Ljubljana	2012-02-02
3343611	Drskovško Jezero	Drskovsko Jezero		45.66083	14.24	H	LK	SI		91				0		570	Europe/Ljubljana	2012-02-02
3344893	Občina Žirovnica	Obcina Zirovnica	Obcina Zirovnica,Občina Žirovnica,Zirovnica,Žirovnica	46.41235	14.17567	A	ADM1	SI		N7				4355		1096	Europe/Ljubljana	2014-04-22
3344894	Jezersko	Jezersko	Jezersko,Obcina Jezersko,Občina Jezersko	46.38925	14.48352	A	ADM1	SI		H5				664		807	Europe/Ljubljana	2014-04-22
3344895	Občina Solčava	Obcina Solcava	Obcina Solcava,Občina Solčava,Solcava,Solčava	46.40624	14.65911	A	ADM1	SI		M2				517		1408	Europe/Ljubljana	2014-04-22
3344896	Komenda	Komenda	Comuna Komenda,Gmina Komenda,Komenda,Municipality of Komenda,Obcina Komenda,Občina Komenda,Opcina Komenda,Opshtina Komenda,Općina Komenda,komenda,Коменда,Општина Коменда,コメンダ,코멘다	46.20241	14.54456	A	ADM1	SI		H8				5457		335	Europe/Ljubljana	2014-07-29
3344897	Horjul	Horjul	Horjul,Obcina Horjul,Občina Horjul	46.02485	14.28471	A	ADM1	SI		H3				2872		446	Europe/Ljubljana	2014-04-22
3344898	Občina Šempeter-Vrtojba	Obcina Sempeter-Vrtojba	Obcina Sempeter-Vrtojba,Občina Šempeter-Vrtojba,Sempeter-Vrtojba,Šempeter-Vrtojba	45.91194	13.65222	A	ADM1	SI		L6				6351		81	Europe/Ljubljana	2014-04-22
3344899	Bloke	Bloke	Bloke,Obcina Bloke,Občina Bloke	45.78559	14.50663	A	ADM1	SI		F6				1576		773	Europe/Ljubljana	2014-04-22
3344900	Občina Sodražica	Obcina Sodrazica	Obcina Sodrazica,Občina Sodražica,Sodrazica,Sodražica	45.75644	14.62213	A	ADM1	SI		M1				2154		689	Europe/Ljubljana	2014-04-22
3344901	Trzin	Trzin	Obcina Trzin,Občina Trzin,Trzin	46.12527	14.55256	A	ADM1	SI		M8				3844		307	Europe/Ljubljana	2014-04-22
3344902	Prevalje	Prevalje	Gmina Prevalje,Obcina Prevalje,Občina Prevalje,Opcina Prevalje,Opshtina Prevale,Općina Prevalje,Preval'e,Prevale,Prevales,Prevalje,Prevalės,pu lei wa lie,purevuarye,Општина Преваље,Превалье,Превалє,プレヴァリェ,普雷瓦列	46.55199	14.90116	A	ADM1	SI		K6				6844		570	Europe/Ljubljana	2014-04-22
3344903	Vransko	Vransko	Obcina Vransko,Občina Vransko,Vransko	46.23508	14.94972	A	ADM1	SI		N4				808		424	Europe/Ljubljana	2022-10-23
3344904	Tabor	Tabor	Obcina Tabor,Občina Tabor,Tabor,Табор	46.22235	15.01434	A	ADM1	SI		M5				1590		357	Europe/Ljubljana	2014-04-22
3344905	Občina Braslovče	Obcina Braslovce	Braslovce,Braslovče,Obcina Braslovce,Občina Braslovče	46.27768	15.03682	A	ADM1	SI		F7				5291		303	Europe/Ljubljana	2014-04-22
3344906	Polzela	Polzela	Obcina Polzela,Občina Polzela,Polzela	46.30429	15.08452	A	ADM1	SI		K3				2351		367	Europe/Ljubljana	2022-10-23
3344907	Prebold	Prebold	Municipality of Prebold,Obcina Prebold,Občina Prebold,Opcina Prebold,Opshtina Prebold,Općina Prebold,Prebold,pureborudo,Општина Преболд,Преболд,プレボルド	46.2173	15.09265	A	ADM1	SI		K4				4916		374	Europe/Ljubljana	2014-07-29
3344908	Kostel	Kostel	Kostel,Obcina Kostel,Občina Kostel	45.48944	14.87111	A	ADM1	SI		H9				663		627	Europe/Ljubljana	2014-04-22
3344909	Občina Žužemberk	Obcina Zuzemberk	Obcina Zuzemberk,Občina Žužemberk,Zuzemberk,Žužemberk	45.80472	14.94972	A	ADM1	SI		N8				4536		232	Europe/Ljubljana	2014-04-22
3344910	Dolenjske Toplice	Dolenjske Toplice	Comuna Dolenjske Toplice,Dolen's'ke Toplice,Dolenjske Toplice,Gmina Dolenjske Toplice,Municipality of Dolenjske Toplice,Obcina Dolenjske Toplice,Občina Dolenjske Toplice,Opcina Dolenjske Toplice,Opshtina Dolenske Toplice,Općina Dolenjske Toplice,dollenseuketopeulliche,Доленьське Топлице,Општина Долењске Топлице,ドレーニスケ・トプリーツェ,돌렌스케토플리체	45.715	15.04972	A	ADM1	SI		G6				3423		433	Europe/Ljubljana	2014-07-29
3344911	Občina Mirna Peč	Obcina Mirna Pec	Mirna Pec,Mirna Peč,Obcina Mirna Pec,Občina Mirna Peč	45.85343	15.08434	A	ADM1	SI		J6				2807		231	Europe/Ljubljana	2016-11-20
3344912	Bistrica ob Sotli	Bistrica ob Sotli	Bistrica ob Sotli,Obcina Bistrica ob Sotli,Občina Bistrica ob Sotli	46.06001	15.64725	A	ADM1	SI		F5				1436		230	Europe/Ljubljana	2014-04-22
3344913	Dobje	Dobje	Dobje,Obcina Dobje,Občina Dobje	46.13321	15.40135	A	ADM1	SI		G2				977		527	Europe/Ljubljana	2014-04-22
3344914	Dobrna	Dobrna	Comuna Dobrna,Dobrna,Gmina Dobrna,Municipality of Dobrna,Obcina Dobrna,Občina Dobrna,Opcina Dobrna,Opshtina Dobrna,Općina Dobrna,dobeuleuna,doburana,Добрна,Општина Добрна,ドブラナ,도브르나	46.35437	15.22603	A	ADM1	SI		G3				2192		591	Europe/Ljubljana	2016-10-21
3344915	Oplotnica	Oplotnica	Gmina Oplotnica,Obcina Oplotnica,Občina Oplotnica,Opcina Oplotnica,Oplotnica,Opshtina Oplotnica,Općina Oplotnica,opurotonitsua,Општина Оплотница,オプロトニツァ	46.37877	15.45228	A	ADM1	SI		J8				3965		358	Europe/Ljubljana	2016-03-07
3344916	Podvelka	Podvelka	Comuna Podvelka,Gmina Podvelka,Obcina Podvelka,Občina Podvelka,Opcina Podvelka,Opshtina Podvelka,Općina Podvelka,Podvelka,podeubelka,podovueruka,Општина Подвелка,Подвелка,ポドヴェルカ,포드벨카	46.60076	15.35586	A	ADM1	SI		K2				2552		660	Europe/Ljubljana	2014-04-22
3344917	Ribnica na Pohorju	Ribnica na Pohorju	Obcina Ribnica na Pohorju,Občina Ribnica na Pohorju,Ribnica na Pohorju	46.52533	15.26071	A	ADM1	SI		L2				1232		932	Europe/Ljubljana	2014-04-22
3344918	Lovrenc na Pohorju	Lovrenc na Pohorju	Lovrenc na Pohorju,Obcina Lovrenc na Pohorju,Občina Lovrenc na Pohorju	46.5227	15.38535	A	ADM1	SI		I8				3113		786	Europe/Ljubljana	2014-04-22
3344919	Selnica ob Dravi	Selnica ob Dravi	Obcina Selnica ob Dravi,Občina Selnica ob Dravi,Selnica ob Dravi	46.58168	15.49539	A	ADM1	SI		L5				4531		702	Europe/Ljubljana	2014-04-22
3344920	Občina Hoče-Slivnica	Obcina Hoce-Slivnica	Hoce-Slivnica,Hoče-Slivnica,Obcina Hoce-Slivnica,Občina Hoče-Slivnica	46.49114	15.62378	A	ADM1	SI		H1				10861		328	Europe/Ljubljana	2014-04-22
3344921	Občina Miklavž na Dravskem Polju	Obcina Miklavz na Dravskem Polju	Miklavz na Dravskem Polju,Miklavž na Dravskem Polju	46.48627	15.70952	A	ADM1	SI		J4				6268		253	Europe/Ljubljana	2014-04-22
3344922	Hajdina	Hajdina	Gmina Hajdina,Hajdina,Municipality of Hajdina,Obcina Hajdina,Občina Hajdina,Opcina Hajdina,Opshtina Khajdina,Općina Hajdina,haidina,Општина Хајдина,ハイディナ,하이디나	46.41752	15.8272	A	ADM1	SI		G9				3748		237	Europe/Ljubljana	2014-07-29
3344923	Občina Žetale	Obcina Zetale	Obcina Zetale,Občina Žetale,Zetale,Žetale	46.28224	15.8058	A	ADM1	SI		N6				1326		323	Europe/Ljubljana	2014-04-22
3344924	Podlehnik	Podlehnik	Obcina Podlehnik,Občina Podlehnik,Podlehnik	46.31611	15.86653	A	ADM1	SI		K1				1897		242	Europe/Ljubljana	2014-04-22
3344925	Markovci	Markovci	Markovci,Obcina Markovci,Občina Markovci	46.39208	15.95065	A	ADM1	SI		J3				3985		217	Europe/Ljubljana	2014-04-22
3344926	Destrnik	Destrnik	Comuna Destrnik,Destrnik,Gmina Destrnik,Municipality of Destrnik,Obcina Destrnik,Občina Destrnik,Opcina Destrnik,Opshtina Destrnik,Općina Destrnik,deseuteuleunikeu,desutoruniku,Дестрник,Општина Дестрник,デストルニク,데스트르니크	46.48102	15.88023	A	ADM1	SI		G1				2647		309	Europe/Ljubljana	2014-07-29
3344927	Občina Trnovska vas	Obcina Trnovska vas	Trnovska Vas	46.51778	15.90444	A	ADM1	SI		M7				1347		230	Europe/Ljubljana	2014-04-22
3344928	Občina Sveti Andraž v Slovenskih Goricah	Obcina Sveti Andraz v Slovenskih Goricah	Obcina Sveti Andraz v Slovenskih Goricah,Občina Sveti Andraž v Slovenskih Goricah,Sveti Andraz v Slovenskih Goricah,Sveti Andraž v Slovenskih Goricah	46.52324	15.9528	A	ADM1	SI		M4				1221		243	Europe/Ljubljana	2014-04-22
3344929	Cerkvenjak	Cerkvenjak	Cerkvenjak,Obcina Cerkvenjak,Občina Cerkvenjak	46.56127	15.94199	A	ADM1	SI		F9				2035		300	Europe/Ljubljana	2014-04-22
3344930	Benedikt	Benedikt	Benedikt,Obcina Benedikt,Občina Benedikt	46.6174	15.88913	A	ADM1	SI		F4				2395		287	Europe/Ljubljana	2014-04-22
3344931	Sveta Ana	Sveta Ana	Obcina Sveta Ana,Občina Sveta Ana,Sveta Ana	46.64752	15.83903	A	ADM1	SI		M3				2338		345	Europe/Ljubljana	2014-04-22
3344932	Občina Križevci	Obcina Krizevci	Krizevci,Križevci,Obcina Krizevci,Občina Križevci	46.56581	16.11784	A	ADM1	SI		I1				3729		205	Europe/Ljubljana	2014-04-22
3344933	Občina Veržej	Obcina Verzej	Obcina Verzej,Občina Veržej,Verzej,Veržej	46.58184	16.17121	A	ADM1	SI		N1				1287		180	Europe/Ljubljana	2014-04-22
3344934	Velika Polana	Velika Polana	Obcina Velika Polana,Občina Velika Polana,Velika Polana	46.57861	16.35667	A	ADM1	SI		M9				1491		169	Europe/Ljubljana	2014-04-22
3344935	Lendava	Lendava	Lendava,Lendava-Lendva,Lendva,Lendva Kozseg,Lendva Község,Obcina Lendava,Obcina Lendava-Lendva,Občina Lendava,Občina Lendava-Lendva,lendaba,lndawa,lun da wa,lyndafa,rendavua,Лендава,לנדאווה,لنداوا,ليندافا,レンダヴァ,倫達瓦,렌다바	46.5575	16.45694	A	ADM1	SI		I4				11026		160	Europe/Ljubljana	2014-04-22
3344936	Dobrovnik	Dobrovnik	Dobronak,Dobronak Kozseg,Dobronak Község,Dobrovnik,Dobrovnik-Dobronak,Obcina Dobrovnik,Obcina Dobrovnik-Dobronak,Občina Dobrovnik,Občina Dobrovnik-Dobronak	46.65056	16.35194	A	ADM1	SI		G5				1335		172	Europe/Ljubljana	2014-04-22
3344937	Občina Tišina	Obcina Tisina	Obcina Tisina,Občina Tišina,Tisina,Tišina	46.66044	16.08093	A	ADM1	SI		M6				4134		196	Europe/Ljubljana	2019-05-07
3344938	Cankova	Cankova	Cankova,Obcina Cankova,Občina Cankova	46.72889	16.03167	A	ADM1	SI		F8				1889		245	Europe/Ljubljana	2014-04-22
3344939	Grad	Grad	Grad,Municipality of Grad,Obcina Grad,Občina Grad,Opcina Grad,Opshtina Grad,Općina Grad,geuladeu,gurado,Град,Општина Град,グラード,그라드	46.78694	16.09833	A	ADM1	SI		G8				2257		337	Europe/Ljubljana	2014-07-29
3344940	Hodos	Hodos	Hodos,Hodos Kozseg,Hodos Község,Hodos-Hodos,Hodoš,Hodoš-Hodos,Obcina Hodos,Obcina Hodos-Hodos,Občina Hodoš,Občina Hodoš-Hodos	46.82639	16.325	A	ADM1	SI		H2				316		235	Europe/Ljubljana	2014-04-22
3344941	Občina Razkrižje	Obcina Razkrizje	Obcina Razkrizje,Občina Razkrižje,Razkrizje,Razkrižje	46.52382	16.27194	A	ADM1	SI		K9				1353		169	Europe/Ljubljana	2014-04-22
3344942	Občina Šmartno pri Litiji	Obcina Smartno pri Litiji	Obcina Smartno pri Litiji,Občina Šmartno pri Litiji,Smartno pri Litiji,Šmartno pri Litiji	46.02627	14.84264	A	ADM1	SI		L9				5446		337	Europe/Ljubljana	2014-04-22
3344943	Občina Šalovci	Obcina Salovci	Obcina Salovci,Občina Šalovci,Salovci,Šalovci	46.83111	16.27833	A	ADM1	SI		L4				1568		289	Europe/Ljubljana	2014-04-22
6299644	Maribor Edvard Rusjan Airport	Maribor Edvard Rusjan Airport	Aeroport Edvard Rusjan de Maribor,Aéroport Edvard Rusjan de Maribor,LJMB,Letalisce Edvarda Rusjana Maribor,Letališče Edvarda Rusjana Maribor,MBX,Maribor Edvard Rusjan Airport,Zracna luka Maribor,Zračna luka Maribor	46.47986	15.68613	S	AIRP	SI		H1				0	267	263	Europe/Ljubljana	2014-04-26
6299645	Murska Sobota	Murska Sobota	LJMS	46.65	16.18333	S	AIRP	SI		80				0	188	183	Europe/Ljubljana	2014-04-22
6354907	Vila Gorenka	Vila Gorenka		46.36488	14.1079	S	GHSE	SI		03				0	511	497	Europe/Ljubljana	2007-02-21
6468518	City Hotel Ljubljana	City Hotel Ljubljana		46.05382	14.51499	S	HTL	SI		61				0		300	Europe/Ljubljana	2014-04-22
6469525	Hotel M	Hotel M		46.0533	14.49302	S	HTL	SI		61				0		317	Europe/Ljubljana	2014-04-22
6470146	Astoria	Astoria		46.36963	14.11159	S	HTL	SI		03				0		497	Europe/Ljubljana	2014-04-22
6470401	Kongo Hotel and Casino	Kongo Hotel and Casino		46.05772	14.50364	S	HTL	SI		61				0		296	Europe/Ljubljana	2014-04-22
6475569	Lev Hotel	Lev Hotel		46.06	14.51	S	HTL	SI		61				0		299	Europe/Ljubljana	2014-04-22
6490802	Hotel Park	Hotel Park		46.0537	14.5157	S	HTL	SI		61				0		300	Europe/Ljubljana	2014-04-22
6492464	Minotel Jelovica	Minotel Jelovica		46.3666	14.1333	S	HTL	SI		03				0		439	Europe/Ljubljana	2014-04-22
6496651	Hotel Ribno	Hotel Ribno		46.366	14.114	S	HTL	SI		03				0		505	Europe/Ljubljana	2014-04-22
6497297	Hotel Golf	Hotel Golf		46.366	14.114	S	HTL	SI		03				0		505	Europe/Ljubljana	2014-04-22
6497982	Hotel Mirna	Hotel Mirna		45.5144	13.5912	S	HTL	SI		J9				0		3	Europe/Ljubljana	2014-04-22
6498461	Mons Hotel & Congress Centre	Mons Hotel & Congress Centre		46.0544	14.4541	S	HTL	SI		61				0		314	Europe/Ljubljana	2014-04-22
6499404	Domina Ljubljana Hotel & Spa	Domina Ljubljana Hotel & Spa		46.0819	14.5236	S	HTL	SI		61				0		292	Europe/Ljubljana	2014-04-22
6499584	Hotel Park	Hotel Park		46.366	14.114	S	HTL	SI		03				0		505	Europe/Ljubljana	2014-04-22
6501532	Grand Hotel Union - Executive	Grand Hotel Union - Executive		46.0598	14.5106	S	HTL	SI		61				0		300	Europe/Ljubljana	2014-04-22
6506316	Kendov Dvorec	Kendov Dvorec		46.05	14.0333	S	HTL	SI		36				0		744	Europe/Ljubljana	2014-04-22
6507950	Bw Premier Hotel Slon	Bw Premier Hotel Slon		46.05	14.5166	S	HTL	SI		61				0		293	Europe/Ljubljana	2014-04-22
6509594	Best Western Kompas Hotel Bled	Best Western Kompas Hotel Bled		46.3666	14.1333	S	HTL	SI		03				0		439	Europe/Ljubljana	2014-04-22
6509757	Hotel Vila Bled	Hotel Vila Bled		46.3666	14.1333	S	HTL	SI		03				0		439	Europe/Ljubljana	2014-04-22
6521379	Grand Hotel Toplice	Grand Hotel Toplice		46.3666	14.1333	S	HTL	SI		03				0		439	Europe/Ljubljana	2014-04-22
6521380	Trst Hotel	Trst Hotel		46.3666	14.1333	S	HTL	SI		03				0		439	Europe/Ljubljana	2014-04-22
6521730	Minotel Jezero	Minotel Jezero		46.12	14.8239	S	HTL	SI		I5				0		583	Europe/Ljubljana	2014-04-22
6525593	Best Western  Premier Htl Love	Best Western  Premier Htl Love		46.366	14.114	S	HTL	SI		03				0		505	Europe/Ljubljana	2014-04-22
6526308	Hotel Trojane	Hotel Trojane		46.05	14.5166	S	HTL	SI		61				0		293	Europe/Ljubljana	2014-04-22
6690438	Štepanjsko naselje	Stepanjsko naselje		46.05108	14.54427	P	PPLX	SI		61				0		285	Europe/Ljubljana	2014-04-22
