id	name	int_name	alternative_names	latitude	longitude	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	country	date
2772671	Ledava	Ledava	Ledava,Lendava,Lendva,Lendva-patak,Limbach	46.47238	16.6075	H	STM	SI	AT,HU,SI	00				0		148	Europe/Budapest	2021-03-05
3164599	Venezia Giulia	Venezia Giulia	Beneska-Slovenija,Beneška-Slovenija,Julian March,Julijska Benecija,Julisch Venetien,Slovenia Veneziana,South Slavic Region of Istria,The Marches,Venecia Julia,Venetian Slovenia,Venezia Giulia	46.25	13.5	L	RGN	SI	IT	46				0		270	Europe/Ljubljana	2023-09-09
3166475	Slovenia	Slovenia	Slovenia,Slovenija	46	15	L	RGN	SI		I5				0		465	Europe/Ljubljana	2019-10-10
3174089	Mangrt	Mangrt	Mangarat,Mangart,Manhart,Monte Mangart,Veliki Mangrt	46.43954	13.65489	T	MT	SI		00				0	2678	2630	Europe/Ljubljana	2010-06-06
3186234	Rašica	Rasica	Rascica,Rasica,Rašica,Raščica	45.855	14.62639	P	PPL	SI		D8				267		514	Europe/Ljubljana	2014-04-25
3186238	Mola	Mola	Bach Molla	45.55	14.73333	H	STM	SI		00				0		1063	Europe/Ljubljana	2007-05-30
3186239	Mrše	Mrse	Merse,Mrse,Mrše	45.58306	14.04611	P	PPL	SI		35				29		710	Europe/Ljubljana	2020-06-11
3186254	Žvirče	Zvirce	Zvirce,Žvirče	45.78389	14.82556	P	PPL	SI		N8				125		441	Europe/Ljubljana	2014-04-25
3186269	Žvab	Zvab	Zvab,Žvab	46.4671	16.11979	P	PPL	SI		87				89		278	Europe/Ljubljana	2014-04-26
3186270	Žužemberk	Zuzemberk	Obcina Zuzemberk,Občina Žužemberk,Seisenberg,Zuzemberk,Zuzemperk,jujenberuku,Žužemberk,Žužemperk,ジュジェンベルク	45.83389	14.92917	P	PPLA	SI		N8				1053		233	Europe/Ljubljana	2020-06-11
3186285	Župelevec	Zupelevec	Zupelevec,Župelevec	45.95917	15.68722	P	PPL	SI		08				211		188	Europe/Ljubljana	2014-04-25
3186304	Žumberačka Gora	Zumberacka Gora	Gorjanci,Gorjanci Mountains,Uskocke Planine,Uskok,Uskoken Gebirge,Uskočke Planine,Zumberacka Gora,Zumberacke Planine,Žumberačka Gora,Žumberačke Planine	45.75	15.33333	T	MTS	SI		00				0		920	Europe/Ljubljana	2020-06-11
3186323	Žubina	Zubina	Zubina,Žubina	45.94833	14.9175	P	PPL	SI		D4				96		337	Europe/Ljubljana	2014-04-25
3186341	Zrkovci	Zrkovci	Zrkorci,Zrkovci	46.54778	15.7075	P	PPL	SI		J2				629		245	Europe/Ljubljana	2014-04-25
3186346	Zrin Lukački	Zrin Lukacki	Lukacki Zrin,Lukački Zrin,Zrin Lukacki,Zrin Lukački,Zrinj	45.95	17.46667	P	PPL	SI		00				0		104	Europe/Ljubljana	2020-06-11
3186363	Znojile pri Krki	Znojile pri Krki	Znojila,Znojile,Znojile pri Krki	45.89111	14.78417	P	PPL	SI		39				116		323	Europe/Ljubljana	2014-04-24
3186364	Znojile	Znojile	Znojile	46.19611	13.92306	P	PPL	SI		D2				11		690	Europe/Ljubljana	2014-04-24
3186370	Zminec	Zminec	Zminec	46.15	14.28333	P	PPL	SI		B9				464		401	Europe/Ljubljana	2014-04-24
3186385	Zloganje	Zloganje		45.91667	15.3	P	PPL	SI		00				0		240	Europe/Ljubljana	2016-04-11
3186392	Žlebič	Zlebic	Zlebic,Žlebič	45.76528	14.69306	P	PPL	SI		L1				228		514	Europe/Ljubljana	2014-04-25
3186394	Zlato Polje	Zlato Polje	Zlato Polje	46.19773	14.72684	P	PPL	SI		68				40		619	Europe/Ljubljana	2014-04-26
3186395	Zlatoličje	Zlatolicje	Zatolice,Zatoliče,Zlatolicje,Zlatoličje	46.45556	15.79111	P	PPL	SI		C8				768		239	Europe/Ljubljana	2014-04-24
3186413	Zlakova	Zlakova	Zlakova	46.38667	15.40417	P	PPL	SI		F3				147		542	Europe/Ljubljana	2014-04-24
3186415	Žlabor	Zlabor	Zlabor,Žlabor	46.31667	14.95	P	PPL	SI		83				126		343	Europe/Ljubljana	2014-04-25
3186440	Žirovski Vrh	Zirovski Vrh	Zirovski Vrh,Žirovski Vrh	46.08333	14.16667	T	RDGE	SI		27				0		577	Europe/Ljubljana	2018-12-05
3186441	Žirovski Vrh	Zirovski Vrh	Zirovski Vrh,Žirovski Vrh	46.05	14.15	P	PPL	SI		F2				238		695	Europe/Ljubljana	2014-04-25
3186442	Žirovnica	Zirovnica	Obcina Zirovnica,Občina Žirovnica,Zirovnica,jirovunitsua,Žirovnica,ジロヴニツァ	46.40472	14.14	P	PPL	SI		N7				601		605	Europe/Ljubljana	2021-10-06
3186443	Žirovnica	Zirovnica	Zirovnica,Žirovnica	46.01667	14.08333	P	PPL	SI		36				20		642	Europe/Ljubljana	2014-04-25
3186450	Žiri	Ziri	Sairach,Ziri,Žiri	46.04222	14.10722	P	PPLA	SI		F2				3588		479	Europe/Ljubljana	2020-06-11
3186456	Zimica	Zimica	Zimica	46.53333	15.75	P	PPL	SI		26				604		316	Europe/Ljubljana	2014-04-24
3186457	Žimarice	Zimarice	Zigmarice,Zimarice,Žigmarice,Žimarice	45.77861	14.60139	P	PPL	SI		M1				277		563	Europe/Ljubljana	2014-04-25
3186459	Zilje	Zilje	Zilje	45.47179	15.30063	P	PPL	SI		17				148		276	Europe/Ljubljana	2014-04-26
3186460	Sveti Vid	Sveti Vid	Sent Vid,Svedi Vid nad Cerknico,Sveti Vid,Zilce,Šent Vid,Žilce	45.84833	14.46028	P	PPL	SI		13				46		833	Europe/Ljubljana	2014-04-24
3186461	Žikarce	Zikarce	Zikarce,Žikarce	46.51944	15.78111	P	PPLL	SI		26				342		380	Europe/Ljubljana	2014-04-25
3186465	Žigertov Vrh	Zigertov Vrh		46.5	15.48333	T	MT	SI		L3				0		1207	Europe/Ljubljana	2008-11-25
3186466	Žiganja Vas	Ziganja Vas	Zganja Vas,Ziganja Vas,Žganja Vas,Žiganja Vas	46.31667	14.3	P	PPL	SI		D5				481		539	Europe/Ljubljana	2014-04-25
3186469	Zidani Most	Zidani Most	Steinbruck,Steinbrück,Zidani Most,Zidanij Most,ji da ni mo si te,Зидани Мост,Зиданий Мост,濟達尼莫斯特	46.08823	15.17284	P	PPL	SI		57				284		385	Europe/Ljubljana	2014-04-26
3186471	Žice	Zice	Zice,Žice	46.61667	15.85	P	PPL	SI		M3				261		288	Europe/Ljubljana	2014-04-25
3186472	Žiče	Zice	Zice,Žiče	46.315	15.47972	P	PPL	SI		C4				568		289	Europe/Ljubljana	2014-04-25
3186474	Žibrše	Zibrse	Zibrse,Žibrše	45.93667	14.17611	P	PPL	SI		64				166		698	Europe/Ljubljana	2014-04-25
3186476	Zibika	Zibika	Zibika	46.19389	15.55722	P	PPL	SI		C5				186		242	Europe/Ljubljana	2014-04-24
3186480	Zgornji Žerjavci	Zgornji Zerjavci	Zgornji Zerjavci,Zgornji Žerjavci	46.60194	15.83806	P	PPLL	SI		I3				261		250	Europe/Ljubljana	2014-04-25
3186481	Zgornji Velovlek	Zgornji Velovlek	Zgornji Velovlak,Zgornji Velovlek	46.47114	15.90473	P	PPL	SI		G1				97		271	Europe/Ljubljana	2014-04-26
3186482	Zgornji Tuhinj	Zgornji Tuhinj	Zgornji Tuhinj	46.23333	14.78333	P	PPL	SI		H6				372		962	Europe/Ljubljana	2014-04-24
3186483	Zgornji Slemen	Zgornji Slemen	Zgornji Slemen	46.58333	15.51667	P	PPL	SI		L5				0		655	Europe/Ljubljana	2012-05-06
3186484	Zgornji Razbor	Zgornji Razbor	Zgornji Razbor	46.46482	14.98991	P	PPL	SI		C2				129		937	Europe/Ljubljana	2014-04-27
3186485	Zgornji Porčič	Zgornji Porcic	Zgornji Porcic,Zgornji Porčič	46.58627	15.86495	P	PPLL	SI		I3				356		307	Europe/Ljubljana	2014-04-26
3186486	Zgornji Otok	Zgornji Otok	Zgornji Otok	46.35287	14.21173	P	PPL	SI		A3				64		535	Europe/Ljubljana	2014-04-26
3186487	Zgornji Leskovec	Zgornji Leskovec	Ober Leskovec,Zgornji Leskovec	46.33028	15.93694	P	PPL	SI		N2				157		222	Europe/Ljubljana	2014-04-24
3186488	Zgornji Kašelj	Zgornji Kaselj	Zgornji Kaselj,Zgornji Kašelj	46.05	14.61667	P	PPL	SI		61				0		266	Europe/Ljubljana	2014-04-06
3186489	Zgornji Kamenščak	Zgornji Kamenscak	Gornji Kamenscak,Gornji Kamenščak,Zgornji Kamenscak,Zgornji Kamenščak	46.51123	16.1377	P	PPL	SI		I6				104		245	Europe/Ljubljana	2014-04-26
3186490	Zgornji Jakobski Dol	Zgornji Jakobski Dol	Zgornji Jakobski Dol	46.6523	15.71628	P	PPL	SI		89				332		298	Europe/Ljubljana	2014-04-27
3186491	Zgornji Hotič	Zgornji Hotic	Zgornji Hotic,Zgornji Hotič	46.1	14.81667	P	PPL	SI		I5				252		459	Europe/Ljubljana	2014-04-24
3186492	Zgornji Gasteraj	Zgornji Gasteraj	Zgornji Gasteraj	46.63609	15.78241	P	PPL	SI		P7				126		307	Europe/Ljubljana	2014-04-27
3186493	Zgornji Gabernik	Zgornji Gabernik	Zgornji Gabernik,Zgornji Gabrnik	46.27722	15.5725	P	PPLL	SI		A7				140		426	Europe/Ljubljana	2014-04-25
3186494	Zgornji Duplek	Zgornji Duplek	Zgornji Duplek	46.51361	15.72083	P	PPL	SI		26				1752		264	Europe/Ljubljana	2014-04-24
3186495	Zgornji Čačič	Zgornji Cacic	Cacic,Zgornji Cacic,Zgornji Čačič,Čačič	45.545	14.71972	P	PPL	SI		88				9		611	Europe/Ljubljana	2014-04-24
3186496	Zgornji Brnik	Zgornji Brnik	Zgorn'i-Brnik,Zgornji Brnik,Zgornji Brnjik,Згорньи-Брник	46.23896	14.48436	P	PPL	SI		12				704		380	Europe/Ljubljana	2017-02-11
3186497	Zgornji Boč	Zgornji Boc	Zgornji Boc,Zgornji Boč	46.58333	15.46667	P	PPL	SI		L5				261		861	Europe/Ljubljana	2014-04-24
3186499	Zgornje Vrtiče	Zgornje Vrtice	Zgornje Vrtice,Zgornje Vrtiče	46.66152	15.6173	P	PPL	SI		B3				71		363	Europe/Ljubljana	2014-04-25
3186500	Zgornje Verjane	Zgornje Verjane	Zgornje Verjane	46.57348	15.89222	P	PPL	SI		F9				135		235	Europe/Ljubljana	2014-04-27
3186501	Zgornje Tinsko	Zgornje Tinsko	Zgornje Tinsko	46.17056	15.5375	P	PPL	SI		C5				142		229	Europe/Ljubljana	2014-04-24
3186502	Zgornje Stranje	Zgornje Stranje	Zgornje Stranje	46.25	14.6	P	PPL	SI		H6				424		417	Europe/Ljubljana	2014-04-24
3186503	Zgornje Roje	Zgornje Roje	Zgornje Roje	46.25	15.13333	P	PPL	SI		N5				130		261	Europe/Ljubljana	2014-04-24
3186504	Zgornje Prebukovje	Zgornje Prebukovje	Zgornje Prebukovje	46.43278	15.54889	P	PPL	SI		L8				171		638	Europe/Ljubljana	2014-04-24
3186505	Zgornje Pobrežje	Zgornje Pobrezje	Zgornje Pobrezje	46.3	14.9	P	PPL	SI		O9				112		412	Europe/Ljubljana	2014-04-25
3186506	Zgornje Pirniče	Zgornje Pirnice	Oberpirnitsch,Zgornje Pirnice,Zgornje Pirniče	46.14251	14.43158	P	PPL	SI		71				1267		343	Europe/Ljubljana	2022-01-09
3186507	Zgornje Palovče	Zgornje Palovce	Zgornje Palovce,Zgornje Palovice,Zgornje Paloviče,Zgornje Palovče	46.21328	14.64756	P	PPL	SI		H6				40		691	Europe/Ljubljana	2014-04-26
3186508	Zgornje Koseze	Zgornje Koseze	Zgornje Koseze	46.14944	14.80139	P	PPL	SI		77				90		480	Europe/Ljubljana	2014-04-24
3186509	Zgornje Jezersko	Zgornje Jezersko	Zgornje Jezersko	46.3941	14.50659	P	PPLA	SI		H5				568		985	Europe/Ljubljana	2014-04-27
3186510	Zgornje Jarše	Zgornje Jarse	Zgornje Jarse,Zgornje Jarše	46.16232	14.59512	P	PPL	SI		G7				385		320	Europe/Ljubljana	2014-04-26
3186511	Zgornje Hoče	Zgornje Hoce	Hoce,Hoče,Zgornje Hoce,Zgornje Hoče	46.49183	15.62315	P	PPL	SI		H1				676		323	Europe/Ljubljana	2014-04-26
3186512	Zgornje Hlapje	Zgornje Hlapje	Zgornje Hlapje	46.64725	15.72684	P	PPL	SI		89				156		317	Europe/Ljubljana	2014-04-26
3186513	Zgornje Grušovlje	Zgornje Grusovlje	Zgornje Grusovlje,Zgornje Grušovlje	46.275	15.11	P	PPL	SI		N5				194		282	Europe/Ljubljana	2014-04-25
3186514	Zgornje Gorje	Zgornje Gorje	Zgornje Gorje	46.37962	14.06937	P	PPLA	SI		O2				500		609	Europe/Ljubljana	2014-04-24
3186515	Zgornje Gorče	Zgornje Gorce	Zgornje Gorce,Zgornje Gorče	46.29878	15.03292	P	PPL	SI		F7				65		306	Europe/Ljubljana	2014-04-26
3186516	Zgornje Gameljne	Zgornje Gameljne	Zgornje Gameljne	46.12932	14.49084	P	PPL	SI		61				482		324	Europe/Ljubljana	2014-04-26
3186517	Zgornje Duplje	Zgornje Duplje	Zgornje Duplje	46.30725	14.29119	P	PPL	SI		82				517		450	Europe/Ljubljana	2014-04-26
3186518	Zgornje Dobrenje	Zgornje Dobrenje	Zgornje Dobrenje	46.65402	15.64637	P	PPL	SI		89				87		291	Europe/Ljubljana	2014-04-27
3186519	Zgornje Danje	Zgornje Danje	Zgornje Danje	46.23333	14.05	P	PPL	SI		F1				4		1049	Europe/Ljubljana	2014-04-24
3186520	Zgornje Bitnje	Zgornje Bitnje	Zgornje Bitnje	46.22	14.33667	P	PPL	SI		52				1480		386	Europe/Ljubljana	2014-04-24
3186521	Zgornja Zadobrova	Zgornja Zadobrova	Zgornja Zadobrava,Zgornja Zadobrova	46.06667	14.6	P	PPL	SI		61				0		276	Europe/Ljubljana	2012-01-19
3186522	Zgornja Voličina	Zgornja Volicina	Zgornja Volicina,Zgornja Voličina	46.53333	15.78333	P	PPL	SI		26				614		275	Europe/Ljubljana	2014-04-24
3186523	Zgornja Vižinga	Zgornja Vizinga	Zgornja Vizinga,Zgornja Vižinga	46.61639	15.19861	P	PPL	SI		A2				249		359	Europe/Ljubljana	2014-04-25
3186524	Zgornja Velka	Zgornja Velka	Zgornja Velka	46.67528	15.76917	P	PPLL	SI		B3				821		373	Europe/Ljubljana	2014-04-24
3186525	Zgornja Sorica	Zgornja Sorica	Sorica,Zgornja Sorica,Zraz	46.21889	14.03028	P	PPL	SI		F1				167		831	Europe/Ljubljana	2014-04-24
3186526	Zgornja Šiška	Zgornja Siska	Zgornja Siska,Zgornja Šiška	46.06667	14.5	P	PPLX	SI		61				0		300	Europe/Ljubljana	2014-04-06
3186527	Zgornja Senica	Zgornja Senica	Zgornja Senica	46.15453	14.38626	P	PPL	SI		71				279		344	Europe/Ljubljana	2014-04-26
3186528	Zgornja Senarska	Zgornja Senarska	Zgornja Senarska	46.56528	15.87361	P	PPL	SI		P6				118		237	Europe/Ljubljana	2014-04-24
3186529	Zgornja Selnica	Zgornja Selnica	Zgornja Selnica	46.55896	15.49599	P	PPL	SI		L5				428		410	Europe/Ljubljana	2014-04-26
3186530	Zgornja Ročica	Zgornja Rocica	Zgornja Rocica,Zgornja Ročica	46.63049	15.85527	P	PPL	SI		F4				67		300	Europe/Ljubljana	2014-04-27
3186531	Zgornja Radovna	Zgornja Radovna	Zgornja Radovna	46.43333	13.93333	P	PPL	SI		53				73		840	Europe/Ljubljana	2014-04-24
3186532	Zgornja Pristava	Zgornja Pristava	Zgornja Pristava	46.35	15.83333	P	PPL	SI		N2				218		220	Europe/Ljubljana	2014-04-24
3186533	Zgornja Polskava	Zgornja Polskava	Zgornja Polskava	46.42556	15.61222	P	PPL	SI		L8				1208		294	Europe/Ljubljana	2014-04-24
3186534	Zgornja Pohanca	Zgornja Pohanca	Gornja Pohanca,Zgornja Pohanca	45.98333	15.56667	P	PPL	SI		08				104		315	Europe/Ljubljana	2014-04-24
3186535	Zgornja Luša	Zgornja Lusa	Zgornja Lusa,Zgornja Luša	46.18333	14.21667	P	PPL	SI		B9				101		471	Europe/Ljubljana	2014-04-25
3186536	Ložnica	Loznica		46.33333	15.65	P	PPL	SI		O5				155		305	Europe/Ljubljana	2014-04-27
3186537	Zgornja Lipnica	Zgornja Lipnica	Zgornja Lipnica	46.32525	14.17753	P	PPL	SI		A3				168		537	Europe/Ljubljana	2014-04-26
3186538	Zgornja Kungota	Zgornja Kungota	Ober Sankt Kunigund,Zgornja Kungota,Zgornja Spodnja Kungota,Zgornja Sveta Kungota	46.63917	15.61556	P	PPLA	SI		55				535		273	Europe/Ljubljana	2014-04-27
3186539	Zgornja Kostrivnica	Zgornja Kostrivnica	Zgornja Kostrivnica	46.26306	15.59389	P	PPL	SI		A7				147		289	Europe/Ljubljana	2014-04-24
3186540	Zgornja Kapla	Zgornja Kapla	Zgornja Kapla	46.63889	15.3775	P	PPL	SI		K2				169		727	Europe/Ljubljana	2014-04-24
3186541	Jamnica	Jamnica	Jamnica,Zgornja Jamnica	46.6	14.88333	P	PPL	SI		K6				78		821	Europe/Ljubljana	2014-04-25
3186542	Zgornja Hrušica	Zgornja Hrusica	Zgornja Hrusica,Zgornja Hrušica	46.03333	14.56667	P	PPL	SI		61				0		303	Europe/Ljubljana	2014-04-06
3186543	Zgornja Hajdina	Zgornja Hajdina	Zgornja Hajdina	46.40611	15.83861	P	PPLA	SI		G9				858		232	Europe/Ljubljana	2021-10-06
3186544	Zgornja Draga	Zgornja Draga	Zgornja Draga	45.9415	14.77026	P	PPL	SI		39				132		385	Europe/Ljubljana	2014-04-26
3186545	Zgornja Dobrava	Zgornja Dobrava	Zgornja Dobrava	46.31264	14.20703	P	PPL	SI		A3				159		520	Europe/Ljubljana	2014-04-26
3186546	Zgornja Brežnica	Zgornja Breznica	Zgornja Breznica,Zgornja Brežnica	46.33686	15.57579	P	PPL	SI		L8				76		276	Europe/Ljubljana	2014-04-26
3186547	Zgornja Bistrica	Zgornja Bistrica	Zgornja Bistrica	46.39918	15.5424	P	PPL	SI		L8				567		353	Europe/Ljubljana	2014-04-26
3186548	Zgornja Besnica	Zgornja Besnica	Zgornja Besnica	46.26667	14.28333	P	PPL	SI		52				789		466	Europe/Ljubljana	2014-04-24
3186549	Zgornja Bela	Zgornja Bela	Zgornja Bela	46.3	14.4	P	PPL	SI		K5				317		490	Europe/Ljubljana	2014-04-24
3186550	Zgorna Savinjska Dol	Zgorna Savinjska Dol	Zgorna Savinjska Dol	46.4	14.7	T	VAL	SI		M2				0		976	Europe/Ljubljana	2018-12-05
3186552	Zgonče	Zgonce	Zgonce,Zgonče	45.83167	14.58611	P	PPL	SI		D8				8		598	Europe/Ljubljana	2014-04-24
3186557	Žetale	Zetale	Obcina Zetale,Občina Žetale,Zetale,jetare,Žetale,ジェタレ	46.27356	15.82658	P	PPLA	SI		N6				392		312	Europe/Ljubljana	2014-04-27
3186561	Žerovinci	Zerovinci	Zerovinci,Žerovinci	46.48546	16.15388	P	PPL	SI		I6				263		255	Europe/Ljubljana	2014-04-26
3186566	Žepovci	Zepovci	Zepovci,Žepovci	46.69417	15.86972	P	PPL	SI		N9				396		223	Europe/Ljubljana	2014-04-25
3186571	Zenkovci	Zenkovci	Borostyan,Borostyán,Zenkovci,Zoltanhaza,Zoltánháza	46.73167	16.08611	P	PPL	SI		97				371		232	Europe/Ljubljana	2014-04-24
3186575	Ženavlje	Zenavlje	Gyanafa,Zenavlje,Ženavlje	46.84139	16.17306	P	PPL	SI		31				109		357	Europe/Ljubljana	2020-06-11
3186577	Zemelj	Zemelj	Zemelj	45.61214	15.27907	P	PPL	SI		73				61		169	Europe/Ljubljana	2014-04-26
3186579	Zelše	Zelse	Zelse,Zelše	45.79861	14.32833	P	PPL	SI		13				107		581	Europe/Ljubljana	2014-04-25
3186585	Željne	Zeljne	Sela,Zeljne,Željne	45.65861	14.88639	P	PPL	SI		H7				555		473	Europe/Ljubljana	2015-11-20
3186605	Želimlje	Zelimlje	Zelimlje,Želimlje	45.91556	14.57139	P	PPL	SI		C1				416		362	Europe/Ljubljana	2014-04-25
3186606	Železno	Zelezno	Zelezno,Železno	45.88083	14.96306	P	PPL	SI		D4				51		282	Europe/Ljubljana	2014-04-25
3186607	Železniki	Zelezniki	Zeleznica,Zelezniki,Železnica,Železniki	46.22482	14.17205	P	PPLA	SI		F1				3075		446	Europe/Ljubljana	2018-07-18
3186617	Selenitza	Selenitza	Selenitza,Zelenica	46.41667	14.25	T	MTS	SI	AT	A3				0		1500	Europe/Ljubljana	2014-03-08
3186620	Zelen Breg	Zelen Breg	Zelen Breg	46.57978	14.93545	P	PPL	SI		K6				162		710	Europe/Ljubljana	2014-04-27
3186627	Žejno	Zejno	Zejno,Žejno	45.86667	15.6	P	PPL	SI		08				104		369	Europe/Ljubljana	2014-04-25
3186628	Žeje	Zeje	Zeie,Zeje,Žeje	45.73645	14.23341	P	PPL	SI		94				55		587	Europe/Ljubljana	2014-04-27
3186651	Žebnik	Zebnik	Zebnik,Žebnik	46.06029	15.14621	P	PPL	SI		99				151		391	Europe/Ljubljana	2014-04-26
3186663	Zdole	Zdole	Zdole	46.09056	15.55198	P	PPL	SI		51				135		428	Europe/Ljubljana	2014-04-26
3186664	Zdole	Zdole	Zdole	45.97722	15.54583	P	PPL	SI		54				287		305	Europe/Ljubljana	2014-04-24
3186667	Zdenska Vas	Zdenska Vas	Zdenska Vas	45.85611	14.70528	P	PPL	SI		20				234		438	Europe/Ljubljana	2014-04-24
3186678	Zbure	Zbure	Zbuke,Zbure	45.90556	15.24306	P	PPL	SI		P3				162		194	Europe/Ljubljana	2014-04-24
3186686	Zbilje	Zbilje	Zbilje	46.16667	14.41667	P	PPL	SI		52				837		350	Europe/Ljubljana	2014-04-24
3186687	Zbigovci	Zbigovci	Zbigovci	46.64684	15.9678	P	PPL	SI		29				268		292	Europe/Ljubljana	2014-04-26
3186690	Zbelovo	Zbelovo	Zbelovo	46.3	15.53333	P	PPL	SI		C4				273		266	Europe/Ljubljana	2014-04-24
3186696	Zazid	Zazid	Sasseto,Zazid	45.50194	13.93139	P	PPL	SI		50				70		383	Europe/Ljubljana	2014-04-24
3186697	Žažar	Zazar	Zazar,Žažar	46.00917	14.25806	P	PPL	SI		H3				169		448	Europe/Ljubljana	2014-04-25
3186698	Zavrstnik	Zavrstnik	Zavrsnik,Zavrstnik	46.04722	14.81833	P	PPL	SI		L9				364		285	Europe/Ljubljana	2014-04-24
3186699	Završje	Zavrsje	Zavrsje,Završje	46.1	15.03333	P	PPL	SI		D3				47		853	Europe/Ljubljana	2014-04-25
3186701	Zavrh pri Borovnici	Zavrh pri Borovnici	Zaver,Zavrh,Zavrh pri Borovnici	45.90278	14.34639	P	PPL	SI		E5				33		754	Europe/Ljubljana	2014-04-24
3186702	Zavrh pod Smarno Goro	Zavrh pod Smarno Goro	Zaver,Zavrh,Zavrh pod Smarno Goro,Zavrh pod Šmarno Goro	46.13333	14.46667	P	PPL	SI		61				217		422	Europe/Ljubljana	2014-09-12
3186703	Zavrh nad Dobrno	Zavrh nad Dobrno	Zaver,Zavrh,Zavrh nad Dobrno	46.35	15.25	P	PPL	SI		G3				254		444	Europe/Ljubljana	2014-04-24
3186704	Zavrh	Zavrh	Zaver,Zavrh,Zavrn	45.83111	14.50222	P	PPL	SI		F6				12		778	Europe/Ljubljana	2014-04-24
3186705	Zavrč	Zavrc	Zavrc,Zavrč	46.39167	16.04972	P	PPLA	SI		E9				73		202	Europe/Ljubljana	2022-08-17
3186706	Zavratec	Zavratec	Saurazzt,Zavratec	45.99	14.13194	P	PPL	SI		36				129		741	Europe/Ljubljana	2014-04-24
3186707	Zavratec	Zavratec		45.95992	15.33758	P	PPL	SI		54				92		375	Europe/Ljubljana	2014-04-27
3186713	Zavodnje	Zavodnje	Zavodnje	46.42583	15.01778	P	PPL	SI		C7				299		644	Europe/Ljubljana	2014-04-24
3186732	Zatrep	Zatrep	Montagna Zatreppo,Zatrep,Zatrepp	45.54944	14.39778	T	MT	SI		38				0		1482	Europe/Ljubljana	2012-01-19
3186744	Zastava	Zastava	Zastava	45.58333	15.23333	P	PPL	SI		17				13		178	Europe/Ljubljana	2014-04-24
3186756	Zasavci	Zasavci	Zasavci,Zasavec	46.455	16.23139	P	PPL	SI		87				58		288	Europe/Ljubljana	2014-04-24
3186757	Zasap	Zasap	Zasap	45.9	15.51667	P	PPL	SI		08				56		156	Europe/Ljubljana	2014-04-24
3186769	Zarečje	Zarecje	Sarecce,Zarecje,Zarečje	45.57361	14.21028	P	PPL	SI		38				147		436	Europe/Ljubljana	2020-06-11
3186771	Zarečica	Zarecica	Sarecizza,Zarecica,Zarečica	45.55889	14.22667	P	PPL	SI		38				125		405	Europe/Ljubljana	2020-06-11
3186774	Zapuže	Zapuze	Zapuze,Zapuže	46.36373	14.19129	P	PPL	SI		A3				403		534	Europe/Ljubljana	2014-04-26
3186775	Žapuže	Zapuze	Sapuse,Zapuze,Žapuže	45.88051	13.91873	P	PPL	SI		01				377		124	Europe/Ljubljana	2014-04-25
3186779	Zapreval	Zapreval	Za Prevalom,Zapreval	46.17369	14.18441	P	PPL	SI		B9				28		962	Europe/Ljubljana	2014-04-26
3186782	Zapotok	Zapotok	Zapotok	45.87694	14.57306	P	PPL	SI		37				295		620	Europe/Ljubljana	2014-04-24
3186783	Zapotok	Zapotok	Zapotok	45.76083	14.67278	P	PPL	SI		M1				181		565	Europe/Ljubljana	2014-04-24
3186785	Zapoge	Zapoge	Zapoge	46.18028	14.46778	P	PPL	SI		E3				266		341	Europe/Ljubljana	2014-04-24
3186788	Zaplana	Zaplana	Zaplana	45.97203	14.23091	P	PPLL	SI		E5				114		626	Europe/Ljubljana	2014-04-26
3186805	Zamostec	Zamostec	Zamostec	45.75833	14.64778	P	PPL	SI		M1				227		532	Europe/Ljubljana	2014-04-24
3186812	Zameško	Zamesko	Zamesko,Zameško	45.88333	15.36667	P	PPL	SI		B4				99		159	Europe/Ljubljana	2014-04-25
3186813	Žamenci	Zamenci	Zalmance,Zamenci,Žalmance,Žamenci	46.44057	15.9759	P	PPL	SI		24				72		214	Europe/Ljubljana	2014-04-26
3186823	Založni	Zalozni		45.96667	14.55	H	STM	SI		00				0		289	Europe/Ljubljana	2007-05-30
3186824	Žaloviče	Zalovice	Zalovce,Zalovice,Žaloviče,Žalovče	45.86667	15.21667	P	PPL	SI		P3				102		333	Europe/Ljubljana	2014-04-25
3186828	Zalog pri Cerkljah	Zalog pri Cerkljah	Zalog,Zalog pri Cerkljah	46.227	14.52085	P	PPL	SI		H8				440		353	Europe/Ljubljana	2014-04-27
3186829	Zalog	Zalog	Zalog	46.33333	14.35	P	PPL	SI		52				112		687	Europe/Ljubljana	2014-04-24
3186830	Zalog	Zalog	Zalog	46.05	14.61667	P	PPL	SI		61				0		266	Europe/Ljubljana	2014-04-06
3186831	Zalog	Zalog	Zalog	45.79398	15.12036	P	PPL	SI		J7				137		168	Europe/Ljubljana	2014-04-26
3186832	Zalog	Zalog	Saloga di Postumia,Zalog	45.76694	14.19944	P	PPL	SI		94				0		530	Europe/Ljubljana	2012-01-19
3186833	Žalna	Zalna	Zalna,Žalna	45.94	14.70722	P	PPL	SI		32				330		335	Europe/Ljubljana	2014-04-25
3186839	Zali Log	Zali Log	Salilog,Zali Log	46.2	14.1	P	PPL	SI		F1				253		740	Europe/Ljubljana	2014-04-24
